model_code,risk_factor_code,score
culture_security_activity_medium_model,technology,35
culture_security_activity_medium_model,financial,50
culture_security_activity_medium_model,reputation,40
culture_security_activity_large_model,competition,55
culture_security_activity_large_model,regulatory,35
culture_security_activity_large_model,demand,45
culture_security_activity_large_model,location,50
culture_security_activity_large_model,staff,40
culture_security_activity_large_model,technology,30
culture_security_activity_large_model,financial,45
culture_security_activity_large_model,reputation,35
media_events_activity_small_model,competition,100
media_events_activity_small_model,regulatory,45
media_events_activity_small_model,demand,100
media_events_activity_small_model,location,60
media_events_activity_small_model,staff,50
media_events_activity_small_model,technology,40
media_events_activity_small_model,financial,55
media_events_activity_small_model,reputation,100
media_events_activity_medium_model,competition,100
media_events_activity_medium_model,regulatory,40
media_events_activity_medium_model,demand,100
media_events_activity_medium_model,location,55
media_events_activity_medium_model,staff,45
media_events_activity_medium_model,technology,35
media_events_activity_medium_model,financial,50
media_events_activity_medium_model,reputation,95
media_events_activity_large_model,competition,100
media_events_activity_large_model,regulatory,35
media_events_activity_large_model,demand,100
media_events_activity_large_model,location,50
media_events_activity_large_model,staff,40
media_events_activity_large_model,technology,30
media_events_activity_large_model,financial,45
media_events_activity_large_model,reputation,90
media_media_activity_small_model,competition,100
media_media_activity_small_model,regulatory,45
media_media_activity_small_model,demand,100
media_media_activity_small_model,location,60
media_media_activity_small_model,staff,50
media_media_activity_small_model,technology,40
media_media_activity_small_model,financial,55
media_media_activity_small_model,reputation,100
media_media_activity_medium_model,competition,100
media_media_activity_medium_model,regulatory,40
media_media_activity_medium_model,demand,100
media_media_activity_medium_model,location,55
media_media_activity_medium_model,staff,45
media_media_activity_medium_model,technology,35
media_media_activity_medium_model,financial,50
media_media_activity_medium_model,reputation,95
media_media_activity_large_model,competition,100
media_media_activity_large_model,regulatory,35
media_media_activity_large_model,demand,100
media_media_activity_large_model,location,50
media_media_activity_large_model,staff,40
media_media_activity_large_model,technology,30
media_media_activity_large_model,financial,45
media_media_activity_large_model,reputation,90
media_sports_activity_small_model,competition,100
media_sports_activity_small_model,regulatory,45
media_sports_activity_small_model,demand,100
media_sports_activity_small_model,location,60
media_sports_activity_small_model,staff,50
media_sports_activity_small_model,technology,40
media_sports_activity_small_model,financial,55
media_sports_activity_small_model,reputation,100
media_sports_activity_medium_model,competition,100
media_sports_activity_medium_model,regulatory,40
media_sports_activity_medium_model,demand,100
media_sports_activity_medium_model,location,55
media_sports_activity_medium_model,staff,45
media_sports_activity_medium_model,technology,35
media_sports_activity_medium_model,financial,50
media_sports_activity_medium_model,reputation,95
media_sports_activity_large_model,competition,100
media_sports_activity_large_model,regulatory,35
media_sports_activity_large_model,demand,100
media_sports_activity_large_model,location,50
media_sports_activity_large_model,staff,40
media_sports_activity_large_model,technology,30
media_sports_activity_large_model,financial,45
media_sports_activity_large_model,reputation,90
media_tourism_activity_small_model,competition,100
media_tourism_activity_small_model,regulatory,45
media_tourism_activity_small_model,demand,100
media_tourism_activity_small_model,location,60
media_tourism_activity_small_model,staff,50
media_tourism_activity_small_model,technology,40
media_tourism_activity_small_model,financial,55
media_tourism_activity_small_model,reputation,100
media_tourism_activity_medium_model,competition,100
media_tourism_activity_medium_model,regulatory,40
media_tourism_activity_medium_model,demand,100
media_tourism_activity_medium_model,location,55
media_tourism_activity_medium_model,staff,45
media_tourism_activity_medium_model,technology,35
media_tourism_activity_medium_model,financial,50
media_tourism_activity_medium_model,reputation,95
media_tourism_activity_large_model,competition,100
media_tourism_activity_large_model,regulatory,35
media_tourism_activity_large_model,demand,100
media_tourism_activity_large_model,location,50
media_tourism_activity_large_model,staff,40
media_tourism_activity_large_model,technology,30
media_tourism_activity_large_model,financial,45
media_tourism_activity_large_model,reputation,90
advertising_consulting_activity_small_model,competition,65
advertising_consulting_activity_small_model,regulatory,45
advertising_consulting_activity_small_model,demand,55
advertising_consulting_activity_small_model,location,60
advertising_consulting_activity_small_model,staff,50
advertising_consulting_activity_small_model,technology,40
advertising_consulting_activity_small_model,financial,55
advertising_consulting_activity_small_model,reputation,45
advertising_consulting_activity_medium_model,competition,60
advertising_consulting_activity_medium_model,regulatory,40
advertising_consulting_activity_medium_model,demand,50
advertising_consulting_activity_medium_model,location,55
advertising_consulting_activity_medium_model,staff,45
advertising_consulting_activity_medium_model,technology,35
advertising_consulting_activity_medium_model,financial,50
advertising_consulting_activity_medium_model,reputation,40
advertising_consulting_activity_large_model,competition,55
advertising_consulting_activity_large_model,regulatory,35
advertising_consulting_activity_large_model,demand,45
advertising_consulting_activity_large_model,location,50
advertising_consulting_activity_large_model,staff,40
advertising_consulting_activity_large_model,technology,30
advertising_consulting_activity_large_model,financial,45
advertising_consulting_activity_large_model,reputation,35
advertising_maintenance_activity_small_model,competition,65
advertising_maintenance_activity_small_model,regulatory,45
advertising_maintenance_activity_small_model,demand,55
advertising_maintenance_activity_small_model,location,60
advertising_maintenance_activity_small_model,staff,50
advertising_maintenance_activity_small_model,technology,40
advertising_maintenance_activity_small_model,financial,55
advertising_maintenance_activity_small_model,reputation,45
advertising_maintenance_activity_medium_model,competition,60
advertising_maintenance_activity_medium_model,regulatory,40
advertising_maintenance_activity_medium_model,demand,50
advertising_maintenance_activity_medium_model,location,55
advertising_maintenance_activity_medium_model,staff,45
advertising_maintenance_activity_medium_model,technology,35
advertising_maintenance_activity_medium_model,financial,50
advertising_maintenance_activity_medium_model,reputation,40
advertising_maintenance_activity_large_model,competition,55
advertising_maintenance_activity_large_model,regulatory,35
advertising_maintenance_activity_large_model,demand,45
advertising_maintenance_activity_large_model,location,50
advertising_maintenance_activity_large_model,staff,40
advertising_maintenance_activity_large_model,technology,30
advertising_maintenance_activity_large_model,financial,45
advertising_maintenance_activity_large_model,reputation,35
advertising_cleaning_activity_small_model,competition,65
advertising_cleaning_activity_small_model,regulatory,45
advertising_cleaning_activity_small_model,demand,55
advertising_cleaning_activity_small_model,location,60
advertising_cleaning_activity_small_model,staff,50
advertising_cleaning_activity_small_model,technology,40
advertising_cleaning_activity_small_model,financial,55
advertising_cleaning_activity_small_model,reputation,45
advertising_cleaning_activity_medium_model,competition,60
advertising_cleaning_activity_medium_model,regulatory,40
advertising_cleaning_activity_medium_model,demand,50
advertising_cleaning_activity_medium_model,location,55
advertising_cleaning_activity_medium_model,staff,45
advertising_cleaning_activity_medium_model,technology,35
advertising_cleaning_activity_medium_model,financial,50
advertising_cleaning_activity_medium_model,reputation,40
advertising_cleaning_activity_large_model,competition,55
advertising_cleaning_activity_large_model,regulatory,35
advertising_cleaning_activity_large_model,demand,45
advertising_cleaning_activity_large_model,location,50
advertising_cleaning_activity_large_model,staff,40
